ds,yhat,yhat_lower,yhat_upper,item_id
2025-01-12,40.3,30.9,49.5,ITEM_0010
2025-01-19,46.6,37.7,56.1,ITEM_0010
2025-01-26,49.8,40.8,58.4,ITEM_0010
2025-02-02,49.7,41.2,59.0,ITEM_0010
2025-02-09,49.4,40.5,58.6,ITEM_0010
2025-02-16,50.7,41.9,60.0,ITEM_0010
2025-02-23,53.2,43.5,61.9,ITEM_0010
2025-03-02,54.8,46.0,64.2,ITEM_0010
2025-03-09,55.0,46.1,63.8,ITEM_0010
2025-03-16,55.1,46.2,64.9,ITEM_0010
2025-03-23,56.3,46.6,66.0,ITEM_0010
2025-03-30,58.5,49.0,66.4,ITEM_0010
