ds,yhat,yhat_lower,yhat_upper,item_id
2025-01-12,28.8,21.2,36.5,ITEM_0002
2025-01-19,34.7,27.5,43.0,ITEM_0002
2025-01-26,39.3,31.2,47.4,ITEM_0002
2025-02-02,41.5,33.4,49.0,ITEM_0002
2025-02-09,42.7,34.4,50.8,ITEM_0002
2025-02-16,44.1,36.3,52.2,ITEM_0002
2025-02-23,45.4,37.6,53.7,ITEM_0002
2025-03-02,45.2,37.1,53.1,ITEM_0002
2025-03-09,43.9,36.0,52.0,ITEM_0002
2025-03-16,43.8,35.5,52.2,ITEM_0002
2025-03-23,46.5,38.8,54.4,ITEM_0002
2025-03-30,50.7,42.9,59.1,ITEM_0002
