ds,yhat,yhat_lower,yhat_upper,item_id
2025-01-12,40.3,30.8,49.4,ITEM_0010
2025-01-19,46.6,37.6,56.1,ITEM_0010
2025-01-26,49.8,40.4,58.9,ITEM_0010
2025-02-02,49.7,40.9,58.7,ITEM_0010
2025-02-09,49.4,40.1,58.7,ITEM_0010
2025-02-16,50.7,41.1,59.7,ITEM_0010
2025-02-23,53.2,44.5,61.5,ITEM_0010
2025-03-02,54.8,45.7,63.7,ITEM_0010
2025-03-09,55.0,46.4,64.1,ITEM_0010
2025-03-16,55.1,45.6,64.7,ITEM_0010
2025-03-23,56.3,46.6,65.5,ITEM_0010
2025-03-30,58.5,48.7,67.7,ITEM_0010
