ds,yhat,yhat_lower,yhat_upper,item_id
2025-01-12,41.5,31.6,50.8,ITEM_0001
2025-01-19,46.8,37.4,57.0,ITEM_0001
2025-01-26,49.7,40.2,59.5,ITEM_0001
2025-02-02,50.9,41.2,60.9,ITEM_0001
2025-02-09,52.9,42.6,62.6,ITEM_0001
2025-02-16,56.7,46.2,65.6,ITEM_0001
2025-02-23,60.3,50.6,70.2,ITEM_0001
2025-03-02,61.5,51.5,71.1,ITEM_0001
2025-03-09,60.8,50.6,69.8,ITEM_0001
2025-03-16,60.8,51.0,70.3,ITEM_0001
2025-03-23,63.1,53.7,73.3,ITEM_0001
2025-03-30,66.0,56.4,75.6,ITEM_0001
