ds,yhat,yhat_lower,yhat_upper,item_id
2025-01-12,40.7,31.8,48.7,ITEM_0003
2025-01-19,47.3,39.1,55.3,ITEM_0003
2025-01-26,52.3,42.5,61.1,ITEM_0003
2025-02-02,54.3,45.3,62.9,ITEM_0003
2025-02-09,54.7,46.3,62.7,ITEM_0003
2025-02-16,55.8,47.2,64.0,ITEM_0003
2025-02-23,58.1,49.6,66.5,ITEM_0003
2025-03-02,60.6,51.6,69.3,ITEM_0003
2025-03-09,62.4,53.3,71.6,ITEM_0003
2025-03-16,63.6,55.0,72.3,ITEM_0003
2025-03-23,64.4,55.7,73.5,ITEM_0003
2025-03-30,64.9,56.8,72.9,ITEM_0003
